sexe,preusuel,annais,dpt,nombre
1,ETHAN,2008,10,18
1,ETHAN,2008,11,14
1,ETHAN,2008,12,9
1,ETHAN,2008,13,119
1,ETHAN,2008,14,49
1,ETHAN,2008,15,5
1,ETHAN,2008,16,20
1,ETHAN,2008,17,34
1,ETHAN,2008,18,21
1,ETHAN,2008,19,9
1,ETHAN,2008,20,3
1,ETHAN,2008,21,42
1,ETHAN,2008,22,38
1,ETHAN,2008,24,25
1,ETHAN,2008,25,37
1,ETHAN,2008,26,24
1,ETHAN,2008,27,32
1,ETHAN,2008,28,24
1,ETHAN,2008,29,70
1,ETHAN,2008,30,34
1,ETHAN,2008,31,78
1,ETHAN,2008,33,91
1,ETHAN,2008,34,53
1,ETHAN,2008,35,81
1,ETHAN,2008,36,12
1,ETHAN,2008,37,38
1,ETHAN,2008,38,64
1,ETHAN,2008,39,7
1,ETHAN,2008,40,15
1,ETHAN,2008,41,13
1,ETHAN,2008,42,35
1,ETHAN,2008,43,7
1,ETHAN,2008,44,104
1,ETHAN,2008,45,40
1,ETHAN,2008,46,5
1,ETHAN,2008,47,18
1,ETHAN,2008,48,6
1,ETHAN,2008,49,49
1,ETHAN,2008,50,31
1,ETHAN,2008,51,44
1,ETHAN,2008,52,10
1,ETHAN,2008,53,24
1,ETHAN,2008,54,52
1,ETHAN,2008,55,8
1,ETHAN,2008,56,46
1,ETHAN,2008,57,70
1,ETHAN,2008,58,12
1,ETHAN,2008,59,227
1,ETHAN,2008,60,63
1,ETHAN,2008,61,21
1,ETHAN,2008,62,126
1,ETHAN,2008,63,26
1,ETHAN,2008,64,40
1,ETHAN,2008,65,13
1,ETHAN,2008,66,25
1,ETHAN,2008,67,65
1,ETHAN,2008,68,49
1,ETHAN,2008,69,101
1,ETHAN,2008,70,6
1,ETHAN,2008,71,25
1,ETHAN,2008,72,48
1,ETHAN,2008,73,24
1,ETHAN,2008,74,38
1,ETHAN,2008,75,129
1,ETHAN,2008,76,105
1,ETHAN,2008,77,99
1,ETHAN,2008,78,82
1,ETHAN,2008,79,20
1,ETHAN,2008,80,39
1,ETHAN,2008,81,18
1,ETHAN,2008,82,12
1,ETHAN,2008,83,47
1,ETHAN,2008,84,33
1,ETHAN,2008,85,33
1,ETHAN,2008,86,22
1,ETHAN,2008,87,21
1,ETHAN,2008,88,25
1,ETHAN,2008,89,26
1,ETHAN,2008,90,8
1,ETHAN,2008,91,85
1,ETHAN,2008,92,101
1,ETHAN,2008,93,54
1,ETHAN,2008,94,88
1,ETHAN,2008,95,102
1,ETHAN,2008,971,19
1,ETHAN,2008,972,27
1,ETHAN,2008,973,10
1,ETHAN,2008,974,71
1,ETHAN,2009,01,21
1,ETHAN,2009,02,47
1,ETHAN,2009,03,21
1,ETHAN,2009,04,4
1,ETHAN,2009,05,7
1,ETHAN,2009,06,67
1,ETHAN,2009,07,17
1,ETHAN,2009,08,14
1,ETHAN,2009,09,7
1,ETHAN,2009,10,19
1,ETHAN,2009,11,14
1,ETHAN,2009,12,11
1,ETHAN,2009,13,94
1,ETHAN,2009,14,56
1,ETHAN,2009,16,21
1,ETHAN,2009,17,31
1,ETHAN,2009,18,19
1,ETHAN,2009,19,13
1,ETHAN,2009,20,4
1,ETHAN,2009,21,26
1,ETHAN,2009,22,38
1,ETHAN,2009,23,4
1,ETHAN,2009,24,18
1,ETHAN,2009,25,33
1,ETHAN,2009,26,24
1,ETHAN,2009,27,39
1,ETHAN,2009,28,27
1,ETHAN,2009,29,66
1,ETHAN,2009,30,38
1,ETHAN,2009,31,90
1,ETHAN,2009,32,5
1,ETHAN,2009,33,112
1,ETHAN,2009,34,48
1,ETHAN,2009,35,79
1,ETHAN,2009,36,12
1,ETHAN,2009,37,45
1,ETHAN,2009,38,62
1,ETHAN,2009,39,15
1,ETHAN,2009,40,17
1,ETHAN,2009,41,20
1,ETHAN,2009,42,35
1,ETHAN,2009,43,13
1,ETHAN,2009,44,84
1,ETHAN,2009,45,45
1,ETHAN,2009,46,5
1,ETHAN,2009,47,18
1,ETHAN,2009,49,59
1,ETHAN,2009,50,25
1,ETHAN,2009,51,49
1,ETHAN,2009,52,11
1,ETHAN,2009,53,17
1,ETHAN,2009,54,51
1,ETHAN,2009,55,4
1,ETHAN,2009,56,51
1,ETHAN,2009,57,66
1,ETHAN,2009,58,14
1,ETHAN,2009,59,246
1,ETHAN,2009,60,53
1,ETHAN,2009,61,23
1,ETHAN,2009,62,123
1,ETHAN,2009,63,22
1,ETHAN,2009,64,36
1,ETHAN,2009,65,6
1,ETHAN,2009,66,26
1,ETHAN,2009,67,63
1,ETHAN,2009,68,37
1,ETHAN,2009,69,96
1,ETHAN,2009,70,3
1,ETHAN,2009,71,22
1,ETHAN,2009,72,40
1,ETHAN,2009,73,20
1,ETHAN,2009,74,39
1,ETHAN,2009,75,134
1,ETHAN,2009,76,117
1,ETHAN,2009,77,103
1,ETHAN,2009,78,85
1,ETHAN,2009,79,17
1,ETHAN,2009,80,47
1,ETHAN,2009,81,17
1,ETHAN,2009,82,15
1,ETHAN,2009,83,62
1,ETHAN,2009,84,56
1,ETHAN,2009,85,32
1,ETHAN,2009,86,27
1,ETHAN,2009,87,17
1,ETHAN,2009,88,22
1,ETHAN,2009,89,18
1,ETHAN,2009,90,6
1,ETHAN,2009,91,82
1,ETHAN,2009,92,111
1,ETHAN,2009,93,56
1,ETHAN,2009,94,93
1,ETHAN,2009,95,116
1,ETHAN,2009,971,16
1,ETHAN,2009,972,33
1,ETHAN,2009,973,9
1,ETHAN,2009,974,78
1,ETHAN,2010,01,21
1,ETHAN,2010,02,41
1,ETHAN,2010,03,15
1,ETHAN,2010,04,10
1,ETHAN,2010,05,10
1,ETHAN,2010,06,70
1,ETHAN,2010,07,18
1,ETHAN,2010,08,24
1,ETHAN,2010,09,9
1,ETHAN,2010,10,16
1,ETHAN,2010,11,16
1,ETHAN,2010,12,24
1,ETHAN,2010,13,135
1,ETHAN,2010,14,48
1,ETHAN,2010,15,7
1,ETHAN,2010,16,25
1,ETHAN,2010,17,36
1,ETHAN,2010,18,17
1,ETHAN,2010,19,15
1,ETHAN,2010,20,3
1,ETHAN,2010,21,31
1,ETHAN,2010,22,45
1,ETHAN,2010,23,3
1,ETHAN,2010,24,23
1,ETHAN,2010,25,41
1,ETHAN,2010,26,20
1,ETHAN,2010,27,32
1,ETHAN,2010,28,37
1,ETHAN,2010,29,73
1,ETHAN,2010,30,45
1,ETHAN,2010,31,100
1,ETHAN,2010,33,128
1,ETHAN,2010,34,57
1,ETHAN,2010,35,82
1,ETHAN,2010,36,8
1,ETHAN,2010,37,46
1,ETHAN,2010,38,73
1,ETHAN,2010,39,15
1,ETHAN,2010,40,18
1,ETHAN,2010,41,29
1,ETHAN,2010,42,51
1,ETHAN,2010,43,9
1,ETHAN,2010,44,91
1,ETHAN,2010,45,50
1,ETHAN,2010,46,5
1,ETHAN,2010,47,26
1,ETHAN,2010,48,3
1,ETHAN,2010,49,63
1,ETHAN,2010,50,32
1,ETHAN,2010,51,38
1,ETHAN,2010,52,7
1,ETHAN,2010,53,25
1,ETHAN,2010,54,56
1,ETHAN,2010,55,12
1,ETHAN,2010,56,58
1,ETHAN,2010,57,62
1,ETHAN,2010,58,19
1,ETHAN,2010,59,241
1,ETHAN,2010,60,77
1,ETHAN,2010,61,19
1,ETHAN,2010,62,146
1,ETHAN,2010,63,39
1,ETHAN,2010,64,42
1,ETHAN,2010,65,11
1,ETHAN,2010,66,23
1,ETHAN,2010,67,58
1,ETHAN,2010,68,42
1,ETHAN,2010,69,98
1,ETHAN,2010,70,7
1,ETHAN,2010,71,19
1,ETHAN,2010,72,36
1,ETHAN,2010,73,25
1,ETHAN,2010,74,56
1,ETHAN,2010,75,105
1,ETHAN,2010,76,102
1,ETHAN,2010,77,123
1,ETHAN,2010,78,110
1,ETHAN,2010,79,24
1,ETHAN,2010,80,42
1,ETHAN,2010,81,22
1,ETHAN,2010,82,15
1,ETHAN,2010,83,65
1,ETHAN,2010,84,41
1,ETHAN,2010,85,35
1,ETHAN,2010,86,31
1,ETHAN,2010,87,26
1,ETHAN,2010,88,26
1,ETHAN,2010,89,34
1,ETHAN,2010,90,10
1,ETHAN,2010,91,102
1,ETHAN,2010,92,126
1,ETHAN,2010,93,62
1,ETHAN,2010,94,87
1,ETHAN,2010,95,99
1,ETHAN,2010,971,33
1,ETHAN,2010,972,34
1,ETHAN,2010,973,14
1,ETHAN,2010,974,94
1,ETHAN,2011,01,29
1,ETHAN,2011,02,35
1,ETHAN,2011,03,28
1,ETHAN,2011,04,6
1,ETHAN,2011,05,8
1,ETHAN,2011,06,66
1,ETHAN,2011,07,23
1,ETHAN,2011,08,12
1,ETHAN,2011,09,6
1,ETHAN,2011,10,17
1,ETHAN,2011,11,18
1,ETHAN,2011,12,12
1,ETHAN,2011,13,116
1,ETHAN,2011,14,42
1,ETHAN,2011,15,4
1,ETHAN,2011,16,22
1,ETHAN,2011,17,32
1,ETHAN,2011,18,13
1,ETHAN,2011,19,15
1,ETHAN,2011,20,3
1,ETHAN,2011,21,28
1,ETHAN,2011,22,42
1,ETHAN,2011,24,17
1,ETHAN,2011,25,31
1,ETHAN,2011,26,25
1,ETHAN,2011,27,20
1,ETHAN,2011,28,30
1,ETHAN,2011,29,58
1,ETHAN,2011,30,45
1,ETHAN,2011,31,84
1,ETHAN,2011,32,6
1,ETHAN,2011,33,108
1,ETHAN,2011,34,76
1,ETHAN,2011,35,71
1,ETHAN,2011,36,10
1,ETHAN,2011,37,31
1,ETHAN,2011,38,61
1,ETHAN,2011,39,10
1,ETHAN,2011,40,19
1,ETHAN,2011,41,23
1,ETHAN,2011,42,37
1,ETHAN,2011,43,5
1,ETHAN,2011,44,94
1,ETHAN,2011,45,46
1,ETHAN,2011,46,7
1,ETHAN,2011,47,21
1,ETHAN,2011,49,45
1,ETHAN,2011,50,27
1,ETHAN,2011,51,37
1,ETHAN,2011,52,11
1,ETHAN,2011,53,22
1,ETHAN,2011,54,53
1,ETHAN,2011,55,16
1,ETHAN,2011,56,52
1,ETHAN,2011,57,54
1,ETHAN,2011,58,14
1,ETHAN,2011,59,235
1,ETHAN,2011,60,49
1,ETHAN,2011,61,19
1,ETHAN,2011,62,124
1,ETHAN,2011,63,45
1,ETHAN,2011,64,31
1,ETHAN,2011,65,10
1,ETHAN,2011,66,25
1,ETHAN,2011,67,68
1,ETHAN,2011,68,34
1,ETHAN,2011,69,90
1,ETHAN,2011,70,5
1,ETHAN,2011,71,27
1,ETHAN,2011,72,39
1,ETHAN,2011,73,25
1,ETHAN,2011,74,42
1,ETHAN,2011,75,116
1,ETHAN,2011,76,107
1,ETHAN,2011,77,104
1,ETHAN,2011,78,81
1,ETHAN,2011,79,18
1,ETHAN,2011,80,41
1,ETHAN,2011,81,23
1,ETHAN,2011,82,16
1,ETHAN,2011,83,65
1,ETHAN,2011,84,22
1,ETHAN,2011,85,32
1,ETHAN,2011,86,24
1,ETHAN,2011,87,18
1,ETHAN,2011,88,26
1,ETHAN,2011,89,21
1,ETHAN,2011,90,13
1,ETHAN,2011,91,73
1,ETHAN,2011,92,90
1,ETHAN,2011,93,54
1,ETHAN,2011,94,86
1,ETHAN,2011,95,104
1,ETHAN,2011,971,13
1,ETHAN,2011,972,31
1,ETHAN,2011,973,8
1,ETHAN,2011,974,103
1,ETHAN,2012,01,23
1,ETHAN,2012,02,44
1,ETHAN,2012,03,26
1,ETHAN,2012,04,7
1,ETHAN,2012,05,12
1,ETHAN,2012,06,78
1,ETHAN,2012,07,15
1,ETHAN,2012,08,16
1,ETHAN,2012,09,9
1,ETHAN,2012,10,23
1,ETHAN,2012,11,20
1,ETHAN,2012,12,13
1,ETHAN,2012,13,116
1,ETHAN,2012,14,68
1,ETHAN,2012,15,9
1,ETHAN,2012,16,26
1,ETHAN,2012,17,43
1,ETHAN,2012,18,24
1,ETHAN,2012,19,20
1,ETHAN,2012,20,9
1,ETHAN,2012,21,32
1,ETHAN,2012,22,42
1,ETHAN,2012,23,5
1,ETHAN,2012,24,20
1,ETHAN,2012,25,47
1,ETHAN,2012,26,35
1,ETHAN,2012,27,24
1,ETHAN,2012,28,39
1,ETHAN,2012,29,77
1,ETHAN,2012,30,45
1,ETHAN,2012,31,106
1,ETHAN,2012,32,12
1,ETHAN,2012,33,118
1,ETHAN,2012,34,68
1,ETHAN,2012,35,86
1,ETHAN,2012,36,12
1,ETHAN,2012,37,38
1,ETHAN,2012,38,84
1,ETHAN,2012,39,11
1,ETHAN,2012,40,13
1,ETHAN,2012,41,16
1,ETHAN,2012,42,34
1,ETHAN,2012,43,4
1,ETHAN,2012,44,106
1,ETHAN,2012,45,60
1,ETHAN,2012,47,30
1,ETHAN,2012,49,63
1,ETHAN,2012,50,43
1,ETHAN,2012,51,38
1,ETHAN,2012,52,10
1,ETHAN,2012,53,24
1,ETHAN,2012,54,55
1,ETHAN,2012,55,16
1,ETHAN,2012,56,62
1,ETHAN,2012,57,88
1,ETHAN,2012,58,18
1,ETHAN,2012,59,269
1,ETHAN,2012,60,78
1,ETHAN,2012,61,22
1,ETHAN,2012,62,111
1,ETHAN,2012,63,45
1,ETHAN,2012,64,53
1,ETHAN,2012,65,17
1,ETHAN,2012,66,29
1,ETHAN,2012,67,66
1,ETHAN,2012,68,46
1,ETHAN,2012,69,113
1,ETHAN,2012,70,10
1,ETHAN,2012,71,43
1,ETHAN,2012,72,46
1,ETHAN,2012,73,24
1,ETHAN,2012,74,52
1,ETHAN,2012,75,127
1,ETHAN,2012,76,131
1,ETHAN,2012,77,118
1,ETHAN,2012,78,106
1,ETHAN,2012,79,23
1,ETHAN,2012,80,47
1,ETHAN,2012,81,22
1,ETHAN,2012,82,19
1,ETHAN,2012,83,62
1,ETHAN,2012,84,51
1,ETHAN,2012,85,30
1,ETHAN,2012,86,32
1,ETHAN,2012,87,26
1,ETHAN,2012,88,20
1,ETHAN,2012,89,17
1,ETHAN,2012,90,13
1,ETHAN,2012,91,102
1,ETHAN,2012,92,109
1,ETHAN,2012,93,74
1,ETHAN,2012,94,113
1,ETHAN,2012,95,115
1,ETHAN,2012,971,20
1,ETHAN,2012,972,40
1,ETHAN,2012,973,18
1,ETHAN,2012,974,156
1,ETHAN,2013,01,26
1,ETHAN,2013,02,51
1,ETHAN,2013,03,20
1,ETHAN,2013,04,5
1,ETHAN,2013,05,8
1,ETHAN,2013,06,85
1,ETHAN,2013,07,23
1,ETHAN,2013,08,16
1,ETHAN,2013,09,6
1,ETHAN,2013,10,29
1,ETHAN,2013,11,18
1,ETHAN,2013,12,14
1,ETHAN,2013,13,132
1,ETHAN,2013,14,47
1,ETHAN,2013,15,8
1,ETHAN,2013,16,19
1,ETHAN,2013,17,36
1,ETHAN,2013,18,18
1,ETHAN,2013,19,11
1,ETHAN,2013,20,5
1,ETHAN,2013,21,35
1,ETHAN,2013,22,37
1,ETHAN,2013,23,4
1,ETHAN,2013,24,32
1,ETHAN,2013,25,44
1,ETHAN,2013,26,31
1,ETHAN,2013,27,32
1,ETHAN,2013,28,30
1,ETHAN,2013,29,64
1,ETHAN,2013,30,39
1,ETHAN,2013,31,99
1,ETHAN,2013,32,10
1,ETHAN,2013,33,124
1,ETHAN,2013,34,68
1,ETHAN,2013,35,94
1,ETHAN,2013,36,11
1,ETHAN,2013,37,37
1,ETHAN,2013,38,77
1,ETHAN,2013,39,10
1,ETHAN,2013,40,18
1,ETHAN,2013,41,21
1,ETHAN,2013,42,47
1,ETHAN,2013,43,11
1,ETHAN,2013,44,89
1,ETHAN,2013,45,64
1,ETHAN,2013,47,23
1,ETHAN,2013,49,70
1,ETHAN,2013,50,32
1,ETHAN,2013,51,59
1,ETHAN,2013,52,8
1,ETHAN,2013,53,26
1,ETHAN,2013,54,46
1,ETHAN,2013,55,11
1,ETHAN,2013,56,56
1,ETHAN,2013,57,73
1,ETHAN,2013,58,13
1,ETHAN,2013,59,255
1,ETHAN,2013,60,69
1,ETHAN,2013,61,15
1,ETHAN,2013,62,156
1,ETHAN,2013,63,38
1,ETHAN,2013,64,47
1,ETHAN,2013,65,19
1,ETHAN,2013,66,37
1,ETHAN,2013,67,82
1,ETHAN,2013,68,49
1,ETHAN,2013,69,93
1,ETHAN,2013,70,4
1,ETHAN,2013,71,29
1,ETHAN,2013,72,49
1,ETHAN,2013,73,28
1,ETHAN,2013,74,53
1,ETHAN,2013,75,137
1,ETHAN,2013,76,118
1,ETHAN,2013,77,100
1,ETHAN,2013,78,82
1,ETHAN,2013,79,17
1,ETHAN,2013,80,42
1,ETHAN,2013,81,21
1,ETHAN,2013,82,16
1,ETHAN,2013,83,49
1,ETHAN,2013,84,54
1,ETHAN,2013,85,40
1,ETHAN,2013,86,42
1,ETHAN,2013,87,32
1,ETHAN,2013,88,34
1,ETHAN,2013,89,30
1,ETHAN,2013,90,12
1,ETHAN,2013,91,96
1,ETHAN,2013,92,118
1,ETHAN,2013,93,83
1,ETHAN,2013,94,87
1,ETHAN,2013,95,121
1,ETHAN,2013,971,37
1,ETHAN,2013,972,44
1,ETHAN,2013,973,23
1,ETHAN,2013,974,155
1,ETHAN,2014,01,25
1,ETHAN,2014,02,41
1,ETHAN,2014,03,15
1,ETHAN,2014,04,8
1,ETHAN,2014,05,7
1,ETHAN,2014,06,77
1,ETHAN,2014,07,16
1,ETHAN,2014,08,16
1,ETHAN,2014,09,15
1,ETHAN,2014,10,29
1,ETHAN,2014,11,20
1,ETHAN,2014,12,15
1,ETHAN,2014,13,109
1,ETHAN,2014,14,52
1,ETHAN,2014,15,8
1,ETHAN,2014,16,27
1,ETHAN,2014,17,34
1,ETHAN,2014,18,23
1,ETHAN,2014,19,17
1,ETHAN,2014,20,7
1,ETHAN,2014,21,32
1,ETHAN,2014,22,31
1,ETHAN,2014,23,4
1,ETHAN,2014,24,23
1,ETHAN,2014,25,39
1,ETHAN,2014,26,31
1,ETHAN,2014,27,33
1,ETHAN,2014,28,27
1,ETHAN,2014,29,48
1,ETHAN,2014,30,47
1,ETHAN,2014,31,95
1,ETHAN,2014,33,115
1,ETHAN,2014,34,59
1,ETHAN,2014,35,63
1,ETHAN,2014,36,14
1,ETHAN,2014,37,44
1,ETHAN,2014,38,68
1,ETHAN,2014,39,13
1,ETHAN,2014,40,21
1,ETHAN,2014,41,16
1,ETHAN,2014,42,47
1,ETHAN,2014,43,7
1,ETHAN,2014,44,103
1,ETHAN,2014,45,44
1,ETHAN,2014,47,22
1,ETHAN,2014,49,51
1,ETHAN,2014,50,34
1,ETHAN,2014,51,35
1,ETHAN,2014,52,13
1,ETHAN,2014,53,21
1,ETHAN,2014,54,57
1,ETHAN,2014,55,11
1,ETHAN,2014,56,48
1,ETHAN,2014,57,80
1,ETHAN,2014,58,10
1,ETHAN,2014,59,214
1,ETHAN,2014,60,67
1,ETHAN,2014,61,29
1,ETHAN,2014,62,148
1,ETHAN,2014,63,39
1,ETHAN,2014,64,40
1,ETHAN,2014,65,11
1,ETHAN,2014,66,32
1,ETHAN,2014,67,65
1,ETHAN,2014,68,43
1,ETHAN,2014,69,100
1,ETHAN,2014,70,8
1,ETHAN,2014,71,42
1,ETHAN,2014,72,47
1,ETHAN,2014,73,33
1,ETHAN,2014,74,51
1,ETHAN,2014,75,117
1,ETHAN,2014,76,106
1,ETHAN,2014,77,97
1,ETHAN,2014,78,83
1,ETHAN,2014,79,15
1,ETHAN,2014,80,47
1,ETHAN,2014,81,15
1,ETHAN,2014,82,12
1,ETHAN,2014,83,52
1,ETHAN,2014,84,43
1,ETHAN,2014,85,32
1,ETHAN,2014,86,31
1,ETHAN,2014,87,23
1,ETHAN,2014,88,27
1,ETHAN,2014,89,15
1,ETHAN,2014,90,10
1,ETHAN,2014,91,101
1,ETHAN,2014,92,104
1,ETHAN,2014,93,61
1,ETHAN,2014,94,91
1,ETHAN,2014,95,93
1,ETHAN,2014,971,40
1,ETHAN,2014,972,38
1,ETHAN,2014,973,22
1,ETHAN,2014,974,175
1,ETHAN,2014,976,3
1,ETHAN,2015,01,24
1,ETHAN,2015,02,32
1,ETHAN,2015,03,26
1,ETHAN,2015,04,5
1,ETHAN,2015,05,6
1,ETHAN,2015,06,60
1,ETHAN,2015,07,15
1,ETHAN,2015,08,10
1,ETHAN,2015,09,8
1,ETHAN,2015,10,23
1,ETHAN,2015,11,19
1,ETHAN,2015,12,15
1,ETHAN,2015,13,98
1,ETHAN,2015,14,36
1,ETHAN,2015,15,9
1,ETHAN,2015,16,17
1,ETHAN,2015,17,22
1,ETHAN,2015,18,13
1,ETHAN,2015,19,16
1,ETHAN,2015,20,9
1,ETHAN,2015,21,25
1,ETHAN,2015,22,25
1,ETHAN,2015,23,7
1,ETHAN,2015,24,15
1,ETHAN,2015,25,33
1,ETHAN,2015,26,22
1,ETHAN,2015,27,19
1,ETHAN,2015,28,37
1,ETHAN,2015,29,45
1,ETHAN,2015,30,50
1,ETHAN,2015,31,93
1,ETHAN,2015,32,5
1,ETHAN,2015,33,107
1,ETHAN,2015,34,56
1,ETHAN,2015,35,58
1,ETHAN,2015,36,7
1,ETHAN,2015,37,41
1,ETHAN,2015,38,78
1,ETHAN,2015,39,11
1,ETHAN,2015,40,14
1,ETHAN,2015,41,16
1,ETHAN,2015,42,45
1,ETHAN,2015,43,9
1,ETHAN,2015,44,89
1,ETHAN,2015,45,47
1,ETHAN,2015,47,28
1,ETHAN,2015,49,56
1,ETHAN,2015,50,29
1,ETHAN,2015,51,43
1,ETHAN,2015,52,16
1,ETHAN,2015,53,22
1,ETHAN,2015,54,41
1,ETHAN,2015,55,6
1,ETHAN,2015,56,57
1,ETHAN,2015,57,74
1,ETHAN,2015,58,8
1,ETHAN,2015,59,175
1,ETHAN,2015,60,71
1,ETHAN,2015,61,24
1,ETHAN,2015,62,109
1,ETHAN,2015,63,41
1,ETHAN,2015,64,41
1,ETHAN,2015,65,16
1,ETHAN,2015,66,38
1,ETHAN,2015,67,73
1,ETHAN,2015,68,31
1,ETHAN,2015,69,115
1,ETHAN,2015,70,4
1,ETHAN,2015,71,41
1,ETHAN,2015,72,42
1,ETHAN,2015,73,22
1,ETHAN,2015,74,50
1,ETHAN,2015,75,133
1,ETHAN,2015,76,117
1,ETHAN,2015,77,109
1,ETHAN,2015,78,62
1,ETHAN,2015,79,18
1,ETHAN,2015,80,47
1,ETHAN,2015,81,20
1,ETHAN,2015,82,15
1,ETHAN,2015,83,58
1,ETHAN,2015,84,48
1,ETHAN,2015,85,39
1,ETHAN,2015,86,22
1,ETHAN,2015,87,25
1,ETHAN,2015,88,24
1,ETHAN,2015,89,31
1,ETHAN,2015,90,12
1,ETHAN,2015,91,93
1,ETHAN,2015,92,83
1,ETHAN,2015,93,69
1,ETHAN,2015,94,88
1,ETHAN,2015,95,78
1,ETHAN,2015,971,31
1,ETHAN,2015,972,46
1,ETHAN,2015,973,19
1,ETHAN,2015,974,155
1,ETHAN,2015,976,4
1,ETHAN,2016,01,24
1,ETHAN,2016,02,27
1,ETHAN,2016,03,15
1,ETHAN,2016,04,5
1,ETHAN,2016,05,8
1,ETHAN,2016,06,62
1,ETHAN,2016,07,15
1,ETHAN,2016,08,10
1,ETHAN,2016,09,9
1,ETHAN,2016,10,20
1,ETHAN,2016,11,18
1,ETHAN,2016,12,12
1,ETHAN,2016,13,110
1,ETHAN,2016,14,28
1,ETHAN,2016,15,8
1,ETHAN,2016,16,15
1,ETHAN,2016,17,38
1,ETHAN,2016,18,13
1,ETHAN,2016,19,11
1,ETHAN,2016,20,8
1,ETHAN,2016,21,31
1,ETHAN,2016,22,27
1,ETHAN,2016,23,7
1,ETHAN,2016,24,17
1,ETHAN,2016,25,33
1,ETHAN,2016,26,27
1,ETHAN,2016,27,28
1,ETHAN,2016,28,27
1,ETHAN,2016,29,42
1,ETHAN,2016,30,35
1,ETHAN,2016,31,94
1,ETHAN,2016,32,7
1,ETHAN,2016,33,97
1,ETHAN,2016,34,66
1,ETHAN,2016,35,77
1,ETHAN,2016,36,11
1,ETHAN,2016,37,34
1,ETHAN,2016,38,56
1,ETHAN,2016,39,10
1,ETHAN,2016,40,14
1,ETHAN,2016,41,14
1,ETHAN,2016,42,55
1,ETHAN,2016,44,77
1,ETHAN,2016,45,44
1,ETHAN,2016,47,24
1,ETHAN,2016,48,3
1,ETHAN,2016,49,43
1,ETHAN,2016,50,21
1,ETHAN,2016,51,39
1,ETHAN,2016,52,12
1,ETHAN,2016,53,19
1,ETHAN,2016,54,38
1,ETHAN,2016,55,11
1,ETHAN,2016,56,52
1,ETHAN,2016,57,71
1,ETHAN,2016,58,4
1,ETHAN,2016,59,165
1,ETHAN,2016,60,55
1,ETHAN,2016,61,23
1,ETHAN,2016,62,119
1,ETHAN,2016,63,37
1,ETHAN,2016,64,29
1,ETHAN,2016,65,18
1,ETHAN,2016,66,29
1,ETHAN,2016,67,64
1,ETHAN,2016,68,60
1,ETHAN,2016,69,114
1,ETHAN,2016,70,9
1,ETHAN,2016,71,26
1,ETHAN,2016,72,30
1,ETHAN,2016,73,23
1,ETHAN,2016,74,57
1,ETHAN,2016,75,119
1,ETHAN,2016,76,118
1,ETHAN,2016,77,88
1,ETHAN,2016,78,76
1,ETHAN,2016,79,13
1,ETHAN,2016,80,47
1,ETHAN,2016,81,20
1,ETHAN,2016,82,11
1,ETHAN,2016,83,48
1,ETHAN,2016,84,37
1,ETHAN,2016,85,31
1,ETHAN,2016,86,22
1,ETHAN,2016,87,33
1,ETHAN,2016,88,34
1,ETHAN,2016,89,12
1,ETHAN,2016,90,14
1,ETHAN,2016,91,76
1,ETHAN,2016,92,76
1,ETHAN,2016,93,54
1,ETHAN,2016,94,78
1,ETHAN,2016,95,101
1,ETHAN,2016,971,23
1,ETHAN,2016,972,35
1,ETHAN,2016,973,32
1,ETHAN,2016,974,156
1,ETHAN,2016,976,4
1,ETHAN,2017,01,22
1,ETHAN,2017,02,32
1,ETHAN,2017,03,21
1,ETHAN,2017,04,6
1,ETHAN,2017,05,8
1,ETHAN,2017,06,44
1,ETHAN,2017,07,11
1,ETHAN,2017,08,3
1,ETHAN,2017,09,4
1,ETHAN,2017,10,15
1,ETHAN,2017,11,19
1,ETHAN,2017,12,14
1,ETHAN,2017,13,101
1,ETHAN,2017,14,30
1,ETHAN,2017,15,6
1,ETHAN,2017,16,24
1,ETHAN,2017,17,23
1,ETHAN,2017,18,15
1,ETHAN,2017,19,8
1,ETHAN,2017,21,24
1,ETHAN,2017,22,25
1,ETHAN,2017,24,21
1,ETHAN,2017,25,18
1,ETHAN,2017,26,24
1,ETHAN,2017,27,16
1,ETHAN,2017,28,18
1,ETHAN,2017,29,43
1,ETHAN,2017,30,29
1,ETHAN,2017,31,71
1,ETHAN,2017,32,4
1,ETHAN,2017,33,80
1,ETHAN,2017,34,58
1,ETHAN,2017,35,64
1,ETHAN,2017,36,10
1,ETHAN,2017,37,33
1,ETHAN,2017,38,58
1,ETHAN,2017,39,15
1,ETHAN,2017,40,20
1,ETHAN,2017,41,13
1,ETHAN,2017,42,43
1,ETHAN,2017,43,6
1,ETHAN,2017,44,69
1,ETHAN,2017,45,27
1,ETHAN,2017,46,6
1,ETHAN,2017,47,9
1,ETHAN,2017,48,3
1,ETHAN,2017,49,42
1,ETHAN,2017,50,29
1,ETHAN,2017,51,20
1,ETHAN,2017,52,6
1,ETHAN,2017,53,10
1,ETHAN,2017,54,46
1,ETHAN,2017,55,7
1,ETHAN,2017,56,42
1,ETHAN,2017,57,49
1,ETHAN,2017,58,11
1,ETHAN,2017,59,141
1,ETHAN,2017,60,40
1,ETHAN,2017,61,19
1,ETHAN,2017,62,84
1,ETHAN,2017,63,35
1,ETHAN,2017,64,38
1,ETHAN,2017,65,8
1,ETHAN,2017,66,24
1,ETHAN,2017,67,52
